中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,27 ms,880 Mbps,112640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2216 Mbps,283648 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,1904 Mbps,243712 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,5 ms,688 Mbps,88064 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,9 ms,1296 Mbps,165888 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,45 ms,1688 Mbps,216064 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,55 ms,350 Mbps,44851 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,15 ms,1536 Mbps,196608 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,53 ms,968 Mbps,123904 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,16 ms,199 Mbps,25497 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,6 ms,556 Mbps,71270 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,396 Mbps,50688 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,57 ms,450 Mbps,57651 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,14 ms,698 Mbps,89395 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,37 ms,55 Mbps,7077 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,49 ms,968 Mbps,123904 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,670 Mbps,85811 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,87 ms,136 Mbps,17408 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,88 ms,348 Mbps,44646 kB/s
129.146.47.72,443,104.28.205.110,US,Los Angeles,隧道,37 ms,53 Mbps,6850 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,104 Mbps,13312 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,68 ms,23 Mbps,3037 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,172 Mbps,22016 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,82 ms,50 Mbps,6468 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,163 ms,113 Mbps,14540 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,74 ms,20 Mbps,2673 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,46 Mbps,5936 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,148 ms,41 Mbps,5297 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,122 Mbps,15667 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,148 ms,139 Mbps,17817 kB/s
158.101.209.150,443,163.123.193.7,DE,Frankfurt,隧道,181 ms,124 Mbps,15974 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,178 ms,0 Mbps,9 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,130 ms,125 Mbps,16076 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,189 ms,3 Mbps,415 kB/s
204.110.220.3,443,204.110.220.217,US,,隧道,60 ms,398 Mbps,50995 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,190 ms,98 Mbps,12595 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,176 ms,137 Mbps,17612 kB/s
54.203.85.46,443,204.110.220.229,US,,隧道,24 ms,524 Mbps,67174 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,151 ms,26 Mbps,3446 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,34 Mbps,4412 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,127 Mbps,16281 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,151 ms,124 Mbps,15974 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,194 ms,144 Mbps,18432 kB/s
152.67.212.141,443,152.67.212.141,KR,Seoul,中转,162 ms,143 Mbps,18329 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,176 ms,1 Mbps,158 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Tokyo,隧道,196 ms,30 Mbps,3934 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,182 ms,113 Mbps,14540 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,158 ms,119 Mbps,15257 kB/s
129.154.199.37,443,2602:ffe4:407:20da:0:f1b3:1f7b:c08b,SG,Singapore,隧道,247 ms,93 Mbps,11980 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,212 ms,81 Mbps,10444 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,178 ms,35 Mbps,4519 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,209 ms,0 Mbps,49 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,26 ms,708 Mbps,90624 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,153 ms,146 Mbps,18739 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,200 ms,42 Mbps,5448 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,188 ms,105 Mbps,13516 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,132 ms,92 Mbps,11878 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,34 ms,475 Mbps,60825 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,86 ms,419 Mbps,53657 kB/s
132.145.95.91,443,132.145.95.91,KR,Seoul,中转,136 ms,31 Mbps,3977 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,34 ms,572 Mbps,73216 kB/s
103.137.63.3,443,122.118.154.47,TW,,隧道,135 ms,129 Mbps,16588 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,210 ms,88 Mbps,11264 kB/s
35.183.163.195,443,35.182.148.83,CA,,隧道,91 ms,262 Mbps,33587 kB/s
129.159.130.38,443,129.159.130.38,IL,Tel Aviv,中转,226 ms,20 Mbps,2621 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,186 ms,35 Mbps,4551 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,202 ms,89 Mbps,11468 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,73 ms,19 Mbps,2435 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,166 ms,135 Mbps,17305 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,180 ms,112 Mbps,14438 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,195 ms,130 Mbps,16691 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,203 ms,129 Mbps,16588 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,161 ms,132 Mbps,16896 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,189 ms,132 Mbps,16998 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,180 ms,82 Mbps,10547 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,162 ms,160 Mbps,20480 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,157 ms,166 Mbps,21299 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,27 ms,354 Mbps,45363 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,157 Mbps,20172 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,7 ms,78 Mbps,10035 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,171 ms,124 Mbps,15872 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,172 ms,32 Mbps,4185 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,192 ms,100 Mbps,12800 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,159 ms,37 Mbps,4754 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,138 ms,5 Mbps,724 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,156 ms,66 Mbps,8556 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,164 ms,113 Mbps,14540 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,161 ms,109 Mbps,14028 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,161 ms,47 Mbps,6112 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,191 ms,7 Mbps,1004 kB/s
131.186.19.38,443,2602:ffe4:407:20da:0:43f6:4104:626c,SG,Singapore,隧道,202 ms,89 Mbps,11468 kB/s
103.137.63.2,443,61.224.106.143,TW,,隧道,135 ms,128 Mbps,16384 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,177 ms,0 Mbps,124 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,149 ms,29 Mbps,3806 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,22 ms,54 Mbps,6924 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,226 ms,59 Mbps,7679 kB/s
47.57.245.232,443,47.88.1.44,US,San Jose,隧道,204 ms,2 Mbps,328 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,162 ms,0 Mbps,57 kB/s
192.9.250.241,443,192.9.250.241,US,,中转,28 ms,296 Mbps,37990 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,0 ms,400 Mbps,51302 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,156 ms,64 Mbps,8307 kB/s
193.123.69.77,443,193.123.69.77,AE,,中转,254 ms,26 Mbps,3328 kB/s
132.145.94.80,443,132.145.94.80,KR,,中转,130 ms,152 Mbps,19558 kB/s
47.57.14.118,443,47.254.16.242,US,San Jose,隧道,175 ms,0 Mbps,25 kB/s
