中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,24 ms,42 Mbps,5483 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,108 Mbps,13824 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,737 Mbps,94412 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,8 ms,912 Mbps,116736 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,498 Mbps,63795 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,97 ms,144 Mbps,18432 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::c7:9,US,Buffalo,隧道,31 ms,84 Mbps,10752 kB/s
35.197.23.75,443,34.168.136.56,US,Seattle,隧道,84 ms,322 Mbps,41267 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,195 Mbps,24985 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,336 Mbps,43110 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,61 ms,28 Mbps,3630 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::1bd:fe,US,Los Angeles,隧道,64 ms,75 Mbps,9650 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,17 ms,248 Mbps,31744 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,201 Mbps,25804 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,116 ms,50 Mbps,6485 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,84 ms,236 Mbps,30310 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,772 Mbps,98918 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,216 Mbps,27648 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,199 Mbps,25497 kB/s
143.47.245.250,443,2a0b:21c0:1007:1cb:0:1b7f:de7c:20a3,DE,Frankfurt,隧道,95 ms,159 Mbps,20377 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,114 ms,280 Mbps,35942 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,268 Mbps,34304 kB/s
