中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,158 ms,21 Mbps,2744 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,314 Mbps,40243 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,1496 Mbps,191488 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,49 ms,832 Mbps,106496 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,388 Mbps,49766 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,2 ms,1704 Mbps,218112 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,44 ms,73 Mbps,9364 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,10 ms,1232 Mbps,157696 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,44 ms,647 Mbps,82841 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,71 ms,340 Mbps,43520 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,72 ms,291 Mbps,37273 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,58 ms,612 Mbps,78336 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,18 ms,752 Mbps,96358 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,124 Mbps,15974 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,51 ms,1136 Mbps,145408 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,40 ms,896 Mbps,114688 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,24 ms,1248 Mbps,159744 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,54 ms,848 Mbps,108544 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,64 ms,352 Mbps,45158 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,49 ms,441 Mbps,56524 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,73 ms,196 Mbps,25190 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,3 ms,449 Mbps,57548 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,62 ms,71 Mbps,9160 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,629 Mbps,80588 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,155 Mbps,19865 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,106 ms,69 Mbps,8921 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,85 ms,69 Mbps,8945 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,169 ms,93 Mbps,11980 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,152 ms,105 Mbps,13516 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,169 ms,80 Mbps,10240 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::c7:9,US,Buffalo,隧道,90 ms,98 Mbps,12595 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,43 Mbps,5509 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,35 ms,254 Mbps,32563 kB/s
8.219.111.175,443,8.219.111.175,,colo.txt:Singapore,中转,0 ms,70 Mbps,9054 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,40 Mbps,5206 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,107 Mbps,13721 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,73 Mbps,9399 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,163 ms,2 Mbps,326 kB/s
158.180.68.56,443,158.180.68.56,KR,Tokyo,中转,235 ms,120 Mbps,15360 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,155 ms,100 Mbps,12800 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,142 ms,39 Mbps,5105 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,243 ms,38 Mbps,4964 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,172 ms,1 Mbps,144 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,157 ms,37 Mbps,4762 kB/s
152.67.65.201,443,152.67.65.201,CH,Frankfurt,中转,172 ms,31 Mbps,4084 kB/s
129.150.37.203,443,129.150.37.203,SG,Singapore,中转,169 ms,100 Mbps,12902 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,168 ms,81 Mbps,10444 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,169 ms,89 Mbps,11468 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,129 ms,45 Mbps,5808 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,136 ms,128 Mbps,16384 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,271 ms,92 Mbps,11776 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,172 ms,108 Mbps,13926 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,169 ms,87 Mbps,11161 kB/s
138.2.99.97,443,138.2.99.97,SG,Singapore,中转,169 ms,96 Mbps,12390 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,112 Mbps,14438 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,130 ms,123 Mbps,15769 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,252 ms,75 Mbps,9725 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,106 Mbps,13619 kB/s
158.101.86.85,443,158.101.86.85,JP,Tokyo,中转,156 ms,108 Mbps,13926 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,150 ms,116 Mbps,14848 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,171 ms,68 Mbps,8831 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,250 ms,3 Mbps,441 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,150 ms,111 Mbps,14233 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,168 ms,32 Mbps,4139 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,169 ms,80 Mbps,10342 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,271 ms,80 Mbps,10240 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,46 ms,503 Mbps,64409 kB/s
103.137.63.3,443,111.247.41.8,TW,,隧道,136 ms,132 Mbps,16896 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,148 ms,0 Mbps,4 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,30 ms,384 Mbps,49152 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,153 ms,46 Mbps,5904 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,39 ms,259 Mbps,33177 kB/s
204.110.220.3,443,204.110.220.234,US,,隧道,29 ms,264 Mbps,33792 kB/s
3.138.59.154,443,3.130.94.216,US,,隧道,71 ms,307 Mbps,39321 kB/s
54.203.85.46,443,204.110.220.155,US,,隧道,81 ms,476 Mbps,61030 kB/s
150.230.149.208,443,150.230.149.208,DE,,中转,238 ms,48 Mbps,6222 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,69 ms,293 Mbps,37580 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,258 ms,24 Mbps,3175 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,151 ms,142 Mbps,18227 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,162 ms,92 Mbps,11776 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,119 Mbps,15257 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,120 Mbps,15360 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,156 ms,121 Mbps,15564 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,160 ms,117 Mbps,15052 kB/s
3.67.232.136,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,114 Mbps,14643 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,168 ms,94 Mbps,12083 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,179 ms,39 Mbps,5083 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,70 ms,51 Mbps,6629 kB/s
47.242.60.161,443,47.242.60.161,HK,Hong Kong,中转,153 ms,96 Mbps,12288 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,235 ms,84 Mbps,10752 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,169 ms,100 Mbps,12800 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,109 ms,31 Mbps,4052 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,71 ms,27 Mbps,3523 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,171 ms,76 Mbps,9754 kB/s
192.18.134.28,443,2a09:bac1:7680:1cf0::4:2e6,US,San Jose,隧道,28 ms,46 Mbps,5943 kB/s
141.147.11.228,443,2a0b:21c0:1007:1ca:0:a6a7:9e41:d4df,DE,Frankfurt,隧道,155 ms,107 Mbps,13721 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,7 Mbps,921 kB/s
158.101.210.238,443,2606:f240:f00:6acf:0:9cf9:e9af:4370,US,Frankfurt,隧道,156 ms,89 Mbps,11468 kB/s
193.123.33.190,443,2606:f240:f00:2be4:0:5853:65b4:4e57,US,Frankfurt,隧道,156 ms,88 Mbps,11264 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,169 ms,77 Mbps,9906 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,9 ms,65 Mbps,8440 kB/s
8.217.121.210,443,8.217.121.210,HK,Hong Kong,中转,153 ms,104 Mbps,13312 kB/s
152.67.254.70,443,152.67.254.70,US,San Jose,中转,42 ms,62 Mbps,7980 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,169 ms,70 Mbps,9014 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,168 ms,68 Mbps,8748 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,168 ms,70 Mbps,9063 kB/s
158.101.71.60,443,2603:c021:8003:daee:5055:b055:15ac:95a8,JP,Tokyo,隧道,162 ms,114 Mbps,14643 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,171 ms,47 Mbps,6038 kB/s
8.219.164.237,443,8.219.164.237,SG,Singapore,中转,177 ms,65 Mbps,8337 kB/s
150.230.248.166,443,150.230.248.166,KR,Seoul,中转,132 ms,44 Mbps,5654 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,114 Mbps,14643 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,276 ms,108 Mbps,13824 kB/s
132.145.227.106,443,98.98.166.182,AE,Frankfurt,隧道,154 ms,111 Mbps,14233 kB/s
47.242.202.230,443,47.242.202.230,HK,Hong Kong,中转,192 ms,100 Mbps,12800 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,132 ms,131 Mbps,16793 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,169 ms,76 Mbps,9845 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,155 ms,38 Mbps,4925 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,168 ms,83 Mbps,10649 kB/s
